id,lat,lng
1055603280120819713,40.580447,-74.587357
1055603279445610496,40.556499,-74.461138
1055603278506008577,40.808397,-74.451342
1055603277927202816,40.496025,-74.439794
1055603277197385728,40.730515,-74.045612
1055603276568281095,40.743577,-74.15753
1055603029385330688,40.8771,-73.9228
1055603028747829249,40.894907,-74.236786
1055603028080947200,40.882016,-74.06586
1055602539494862851,40.70807,-74.156012
1055602274062557184,40.794608,-73.971753
1055602271852158976,40.794608,-73.971753
1055601854623739904,40.87078,-74.0577
1055601764135780353,40.735591,-74.027783
1055601763523485701,40.735591,-74.027783
1055601436455772161,40.83253,-73.93173
1055600275766026240,40.75032,-73.991172
1055600275044614145,40.75032,-73.991172
1055600274067349504,40.75032,-73.991172
1055599749699645442,40.75171,-74.03036
1055596421418811392,40.00655,-75.19308
1055596155780956161,40.00655,-75.19308
1055595397865975809,40.767016,-73.924854
1055594597823537153,40.00655,-75.19308
1055594167299137537,39.96396396,-75.13300663
1055593079984570369,40.690468,-73.843094
1055593018919739392,40.849722,-74.062222
1055592959389917184,40.831914,-74.438711
1055592958601449477,40.528007,-74.335525
1055592857342566401,40.81921,-73.93061
1055592809581998081,40.70521445,-73.9502679
1055592505461350400,39.876413,-75.243305
1055592207397335040,40.886453,-74.320449
1055591955391045632,40.819198,-73.930603
1055591954287857665,40.70101,-73.99054
1055591172243181570,40.81921,-73.93061
1055590697485692928,40.11230871,-74.13921394
1055589863838355456,40.75048,-74.03072
1055589688835260416,39.904789,-74.972069
1055589169853054977,40.4976,-74.298
1055588934258962433,40.707848,-74.194591
1055588933453651968,40.72287,-74.176618
1055588685889134595,40.541433,-74.50647
1055588685092143109,40.84116,-74.465837
1055587931975569408,40.694498,-74.402568
1055587684071149568,40.64263444,-74.45504814
1055587676957622272,40.55866,-74.547883
1055587419301597184,40.499507,-74.407595
1055587167978864641,40.811864,-74.446715
1055587167299403776,40.796344,-74.434917
1055587165927817217,40.740327,-74.064518
1055587165927849984,40.727901,-73.832801
1055586919856463872,40.834054,-74.441114
1055586671352340481,40.642945,-74.648323
1055586670748336130,39.933507,-74.963883
1055586669922082817,40.259127,-74.846575
1055585657429655552,39.873949,-75.10221
1055585656741748739,40.289952,-74.733702
1055584660607119361,40.6039,-74.069099
1055584143483043840,40.297627,-73.987527
1055584142879014913,40.297627,-73.987527
1055584142191198213,40.297627,-73.987527
1055583140654264321,39.970377,-74.735267
1055581889560494086,40.701461,-74.187828
1055581888864239616,40.701461,-74.187828
1055581633959600128,39.9362,-75.04698
1055581633280131072,39.967091,-74.911684
1055581632449728512,40.081806,-74.158365
1055581122179018753,39.917766,-74.945151
1055580874501185536,39.871455,-75.081734
1055580631848103936,40.330669,-74.638984
1055579894699175936,40.285972,-74.714354
1055579894070022146,40.335988,-74.63257
1055579122821488643,40.721265,-74.667066
1055579122162958336,40.548936,-74.174778
1055579122150395905,40.735591,-74.027783
1055579038796996609,40.84584,-73.93021
1055578747326398464,40.84584,-73.93021
1055578618787753990,39.91797,-75.088173
1055578618150166535,40.197635,-74.613075
1055578460352061440,40.76873,-73.94896
1055578303292162048,40.71352,-73.82416
1055578106751303682,40.090242,-74.21633
1055578106067607557,39.824847,-75.08225
1055577976031666177,40.819065,-73.91714
1055577623621984258,40.15529,-74.229784
1055577382046875651,40.723201,-73.939102
1055577382034305024,40.205619,-74.76079
1055577160973455360,40.71352,-73.82416
1055577109161218048,40.8465,-73.932098
1055576355138605056,40.75032,-73.991172
1055576354387906560,40.75032,-73.991172
1055576350982062081,40.219184,-74.755045
1055576097935503360,40.32761,-74.79882
1055575975268941824,39.96705,-74.91156
1055575599522201600,40.741122,-73.956437
1055575538784460801,40.76873,-73.94896
1055575138085695488,40.67,-74.12
1055574362865221637,40.75171,-74.03036
1055574342053085187,40.8754,-74.059585
1055573839558651904,39.860082,-75.072552
1055573610922938373,40.72406,-73.93762
1055573320987492353,40.64733,-74.52521
1055573314255683585,39.89252,-75.23557
1055573081417281541,40.75032,-73.991172
1055572585105289216,40.079178,-74.841415
1055572064797646849,39.822018,-75.235539
1055570578265071617,40.734941,-74.027611
1055570577421938688,40.734941,-74.027611
1055570576515842048,40.734941,-74.027611
1055570062885773312,39.866169,-75.0377
1055569527763845120,40.84584,-73.93021
1055568810097295361,40.906838,-74.186456
1055568335709048832,40.64733,-74.52521
1055567295932702720,40.7108979,-74.00883731
1055567039006498817,40.827794,-73.88624
1055567039002263552,40.827794,-73.88624
1055565506743332864,40.86366,-74.50086
1055565342955786242,40.33678,-74.09991
1055565304498130951,40.198868,-74.028474
1055565296059273216,40.407791,-74.35978
1055565293756575746,40.271035,-74.216507
1055565292988973056,40.075399,-74.846945
1055564385635119105,39.95,-75.21
1055564127631011842,40.86366,-74.50086
1055564033846317061,39.95,-75.21
1055564014208647168,40.644353,-74.99937
1055564012702851073,40.722803,-73.953781
1055563533809782785,39.904664,-74.824842
1055563524171317248,39.85932,-75.07649
1055563270529187841,39.938803,-75.092772
1055563102387728384,40.85392,-74.07195
1055562879846494209,40.69523,-73.85892
1055562517790015494,39.822018,-75.235539
1055562517123158017,40.835899,-73.870101
1055562515734781952,40.906838,-74.186456
1055562376685281280,40.04367,-75.359
1055562270862950401,40.858898,-73.922996
1055562011914985472,40.638511,-73.999366
1055561828275650560,40.72,-74.04
1055561457809661953,40.69182,-74.26608
1055560575739219968,40.72406,-73.93762
1055560410462609410,40.69972,-73.86861
1055560257320206336,40.90776,-74.17078
1055559758990729216,40.804599,-73.911903
1055559235403239430,40.18413,-74.725367
1055558908478152709,40.48978,-74.43723
1055558767574695938,40.71601,-73.82591
1055558066404577280,40.84641,-73.93212
1055557740213473280,40.311819,-74.628303
1055557739475275776,40.311819,-74.628303
1055557508331388928,40.7159,-73.825798
1055557504808222720,40.8451,-73.916702
1055557319252197377,40.64467,-75.00103
1055557317536690177,40.84584,-73.93021
1055557013369954305,40.81921,-73.93061
1055556485353295873,40.695701,-73.965103
1055556154246549505,40.71352,-73.82416
1055556001150259200,40.86366,-74.50086
1055555999355072512,40.71601,-73.82591
1055555857868562432,40.71601,-73.82591
1055555737672400896,40.850128,-73.945304
1055555123890544641,40.86366,-74.50086
1055554574537383936,40.0987877,-75.3818928
1055554570506694658,40.0987877,-75.3818928
1055554569214791680,40.0987877,-75.3818928
1055554565708365824,40.0987877,-75.3818928
1055554561589592064,40.0987877,-75.3818928
1055554554035613696,40.0987877,-75.3818928
1055554274741153792,40.7142,-73.9311
1055554210958315520,40.752189,-73.99356
1055554210937348098,40.752189,-73.99356
1055554210115268608,40.752189,-73.99356
1055554210136252416,40.752189,-73.99356
1055553958301720576,40.74669,-74.028072
1055552056122114054,40.0987877,-75.3818928
1055552049562173442,40.0987877,-75.3818928
1055552044872941568,40.0987877,-75.3818928
1055552037457461249,40.0987877,-75.3818928
1055550150767247362,40.68746101,-74.18387452
1055549756058021888,40.59653,-74.0025
1055547778309545984,40.69184,-73.84361
1055546496093962241,40.70072,-73.98996
1055545512332615680,40.79385,-73.93184
1055545410809290752,40.754844,-73.984176
1055545407730794497,40.754844,-73.984176
1055545407017836549,40.754844,-73.984176
1055543557816238080,39.94946,-74.11516
1055542607244353543,40.69972,-73.86861
1055542268239724547,40.79385,-73.93184
1055541991856136192,40.59653,-74.0025
1055541370490970114,40.833043,-73.86171
1055541369480011776,40.81096,-73.927336
1055541368569974786,40.820976,-73.891744
1055541367458447361,40.838594,-73.91393
1055541367458484224,40.674776,-73.997776
1055540246593576960,40.75753,-73.85241
1055539366397992960,40.90046,-74.07278
1055539216866783237,39.95398,-75.14088
1055539215403044865,40.79872541,-73.96798189
1055539169714495488,40.680394,-73.987716
1055538781204475904,40.90046,-74.07278
1055537856691736576,40.778679,-73.981942
1055537348832882688,39.94946,-74.11516
1055536933965914112,40.82829,-73.9313
1055535606951014405,39.996992,-75.033454
1055535437974913024,40.734941,-74.027611
1055535414407299073,40.734941,-74.027611
1055535413748736000,40.734941,-74.027611
1055535410892468228,40.867971,-74.422543
1055535410204606464,40.567031,-74.555339
1055535409499963393,40.473404,-74.429193
1055535408661127173,40.759244,-74.208394
1055535407146897409,40.757328,-74.166709
1055535406308093958,40.908387,-74.571563
1055535405632811010,40.505657,-74.846276
1055535404974252032,40.430981,-74.490837
1055535404345106433,40.842698,-74.004981
1055535403573350402,40.656429,-74.229443
1055535402789027840,40.438986,-74.480026
1055535400557731840,40.688391,-74.578925
1055535399618134018,40.374121,-74.586182
1055535398003359747,40.47867,-74.410797
1055535396816371712,40.860669,-74.390118
1055535394530492417,40.702054,-74.195605
1055535393796448256,40.734941,-74.027611
1055535392080957441,40.576352,-74.571311
1055535391305072640,40.574559,-74.656521
1055535390273257472,40.491015,-74.413302
1055535389593792512,40.739181,-74.067698
1055535388897566721,40.710733,-74.309309
1055535388213821440,40.524706,-74.359282
1055535387530194944,40.526583,-74.280694
1055535386863300614,40.510609,-74.289234
1055535385202343936,40.869389,-74.23594
1055535384543793159,40.892871,-74.688133
1055535381511311360,40.718236,-74.285313
1055535202553024512,39.815335,-75.310319
1055535201743446016,39.886438,-75.104258
1055535199914733568,39.966938,-74.911444
1055535199193317378,39.893813,-74.927746
1055535196961943552,39.832004,-75.067347
1055535196014034944,39.824667,-75.067675
1055535195376533506,40.422151,-74.189523
1055535194697023488,40.31908,-74.909463
1055535193887531009,40.30807,-74.786389
1055535193073819655,39.941502,-74.083167
1055535192289378304,39.825658,-74.998259
1055535189965848576,39.818012,-75.163054
1055535186790834176,39.934057,-74.525169
1055535186019057664,40.171166,-74.683099
1055535185339531264,40.207088,-74.043637
1055535184647479296,40.081622,-74.076959
1055535183972175872,40.268419,-74.713292
1055535183288561665,40.260882,-73.999854
1055535182567096320,40.201623,-74.758811
1055534933643542528,40.822181,-73.896995
1055534924835495938,40.822181,-73.896995
1055534924160221184,40.822181,-73.896995
1055534924105728001,40.822181,-73.896995
1055534924105768960,40.822181,-73.896995
1055534095160303616,40.706323,-74.061815
1055534094908567553,40.706323,-74.061815
1055534094266851328,40.699575,-73.91109
1055534094262693888,40.699575,-73.91109
1055534094266892288,40.699575,-73.91109
1055533877362606081,40.84584,-73.93021
1055533846249254913,40.847641,-73.934855
1055533845536301057,40.315054,-74.793133
1055533845540495364,40.847641,-73.934855
1055533845536223238,40.315054,-74.793133
1055533322540146688,40.768425,-74.228072
1055533322548506624,40.768425,-74.228072
1055532766803214336,40.00602,-75.09189
1055532680585076737,40.680264,-73.85737
1055532353831997440,40.90046,-74.07278
1055532317580713986,40.727518,-74.021061
1055532316842438664,40.734,-74.1041
1055532314976047104,40.727518,-74.021061
1055532314975985665,40.734,-74.1041
1055531059851550720,39.898116,-74.953315
1055531058890973185,39.898116,-74.953315
1055530144977301504,40.79385,-73.93184
1055529171303256065,40.90046,-74.07278
1055528770877050880,40.42339,-74.52612
1055528354504474625,40.738044,-73.988657
1055528052577460226,40.7666,-73.88922
1055528044071436289,40.485007,-74.421058
1055528042536333314,40.850128,-73.945304
1055528042544676865,40.485007,-74.421058
1055528042611781633,40.850128,-73.945304
1055527550687109120,40.726951,-74.130442
1055527549214904320,40.740327,-74.064518
1055527547033870338,40.899222,-74.171105
1055527546048184322,40.726951,-74.130442
1055527545418985474,40.740327,-74.064518
1055527544672477185,40.899222,-74.171105
1055527330599309323,40.193201,-74.756623
1055527329773092864,40.599542,-74.626058
1055527327973683200,40.193201,-74.756623
1055527326858072065,40.599542,-74.626058
1055527095517016065,40.73462,-74.10909
1055526793480990721,40.296681,-74.680059
1055526793481015298,40.296681,-74.680059
1055526684324175872,40.90046,-74.07278
1055526129824604160,40.8056,-73.91057
1055525989869084672,40.78285,-73.94383
1055525443581943808,40.00875,-75.06896
1055523797355450371,40.801799,-73.93
1055523795409211392,40.638301,-74.021003
1055523793878351873,40.848574,-73.943614
1055523793224040454,40.767501,-73.902
1055523792183836679,40.652599,-74.0093
1055523791395323904,40.664901,-73.8227
1055523790745157632,40.592899,-73.908096
1055523789616959488,40.824798,-73.886199
1055523787205238784,40.714,-73.953002
1055523522863419393,40.715499,-73.825599
1055523522146119680,40.762401,-73.839401
1055523521441480705,40.7164,-73.827903
1055523520757882880,40.717399,-73.831298
1055522507355312128,40.889881,-74.248527
1055521270354317317,40.0050354,-75.17637064
1055520746901041153,39.87113,-75.32345
1055520479820345344,40.02259,-75.03661
1055520346131128323,40.02259,-75.03661
1055520258684006401,40.428283,-74.210399
1055520256083542017,40.428283,-74.210399
1055520255374737414,40.531258,-74.290122
1055520255383101440,40.531258,-74.290122
1055520205256962051,39.95273333,-75.15807797
1055520111581376512,40.69827271,-74.17909039
1055519993717276672,39.881808,-74.922052
1055519993067118592,39.881808,-74.922052
1055519993054576640,40.18119,-74.722324
1055519992282865665,40.18119,-74.722324
1055519806567444480,40.232526,-74.716418
1055519805699227648,40.262273,-74.715914
1055519805648891905,40.232526,-74.716418
1055519805011308544,40.262273,-74.715914
1055519393319436289,39.87113,-75.32345
1055517577332563969,40.885372,-73.863266
1055517220841930752,40.077941,-74.77081
1055517218409246721,40.077941,-74.77081
1055516988905349120,40.8404,-73.8861
1055516987114356736,40.8404,-73.8861
1055515965214126081,40.8039,-73.8303
1055514717081481216,40.735115,-74.030364
1055514716838203392,40.735115,-74.030364
1055514078288973825,40.7232666,-73.99864429
1055513964925411329,40.839599,-73.929298
1055513964921151488,40.839599,-73.929298
1055513727154483200,40.78285,-73.94383
1055511922706210817,39.95,-75.18
1055511179748171778,39.929702,-74.95822
1055509174757588992,40.865357,-74.017568
1055509174598156288,40.865357,-74.017568
1055509174094827526,40.484405,-74.476751
1055509172752658435,40.694963,-74.10893
1055508930607112192,40.28982,-74.051446
1055508929927618560,40.28982,-74.051446
1055508929948598272,40.401017,-73.990656
1055508922734383104,39.87094,-75.30143
1055508785056374784,40.83749,-73.88077
1055507665315610625,40.529816,-74.334748
1055506555435544576,40.67,-74.12
1055506360798986240,40.24829,-75.34584
1055505399439392768,39.929702,-74.95822
1055504922471550976,40.484405,-74.476751
1055504921620070400,40.694963,-74.10893
1055504920466612226,40.773913,-74.035346
1055504753583624192,40.70072,-73.98996
1055504672608448514,40.28982,-74.051446
1055504671933116416,40.401017,-73.990656
1055504671308214273,40.287282,-74.295054
1055504349735071745,39.99063,-75.08654
1055503653300330496,40.774324,-74.035525
1055503127061897218,40.009814,-75.041348
1055502475615068160,40.821926,-73.83787
1055501664277458944,39.99063,-75.08654
1055501387973492749,40.737293,-74.076043
1055501387151433728,40.73454,-74.16375
1055501125716246528,40.72406,-73.93762
1055500364324225025,40.762569,-74.000236
1055499907832971264,39.9883728,-75.25465229
1055499857727815681,40.732102,-74.063915
1055499281396891648,40.73,-74.17
1055498858799734784,40.734451,-73.989983
1055498858162241536,40.260808,-74.791568
1055498857109446656,40.734451,-73.989983
1055498857105235972,40.734451,-73.989983
1055498857105240064,40.260808,-74.791568
1055497742200520704,40.00731659,-74.99701995
1055495839446196224,40.776765,-74.04337
1055495839345491970,40.776765,-74.04337
1055495838707994626,40.739058,-74.067733
1055495838712164352,40.739058,-74.067733
1055493646546538496,40.8056,-73.91057
1055493322045825025,40.727518,-74.021061
1055493321055965184,40.727518,-74.021061
1055493068097495040,40.860454,-74.395831
1055493067233464320,40.860454,-74.395831
1055491302664667139,40.762796,-74.009699
1055491302605946880,40.762796,-74.009699
1055489819982356481,40.732103,-74.129399
1055489815905472512,40.732103,-74.129399
1055489655364300800,40.81338278,-73.99661902
1055489559574777864,40.170013,-74.106427
1055489555435081728,40.170013,-74.106427
1055489423255707648,40.73135376,-73.85386649
1055488378697904129,40.72406,-73.93762
1055487778249719808,40.51077,-74.30024
1055487776739786755,40.51077,-74.30024
1055487703339466754,40.02259,-75.03661
1055487372375265280,40.881657,-73.862
1055486767258832897,40.8056,-73.91057
1055485774970413057,40.8465,-73.932098
1055485775004033024,40.8465,-73.932098
1055485774211309568,40.771301,-73.833297
1055485774211235840,40.771301,-73.833297
1055485690576846848,40.24829,-75.34584
1055483762480500736,40.854645,-73.96987
1055483761784250368,40.854148,-73.9659
1055483407818543105,40.69649,-73.98073
1055482456315432960,40.00875,-75.06896
1055480993778450432,40.734451,-73.989982
1055480993023516672,40.734451,-73.989982
1055480992360792064,40.734451,-73.989982
1055480991471546368,40.734451,-73.989982
1055478960824422401,40.578,-73.88771
1055477715321655298,40.606427,-74.045234
1055476504497475590,40.74316406,-73.98632363
1055475939923103744,40.859132,-74.011965
1055475330952187904,40.7127753,-74.0059728
1055474691471761408,40.744409,-74.062693
1055473690639511553,40.84895,-73.938896
1055473689846779906,40.853679,-73.968544
1055473496216739840,40.723685,-73.844743
1055472279721795584,40.759502,-73.882286
1055472179343712257,40.700542,-73.808036
1055471638496665600,40.8133047,-73.99662011
1055470677921316865,40.858536,-73.976938
1055469900087615489,40.219184,-74.755045
1055469899080982530,40.219184,-74.755045
1055468458689945600,40.73801448,-74.17829643
1055468427341692928,40.704643,-74.01406
1055468427148705792,40.704643,-74.01406
1055468426716766208,40.786931,-74.049101
1055468426028896256,40.704643,-74.01406
1055468426028900352,40.704643,-74.01406
1055468171392704513,40.739898,-73.845596
1055467646710353922,40.697101,-73.981796
1055466662395289601,40.849722,-74.062222
1055466140376403968,40.518688,-74.301214
1055465978652516352,40.71617,-73.82648
1055465604403081216,40.42,-74.42
1055465591312707584,40.7158715,-73.9596527
1055464874376073219,40.69649,-73.98073
1055463903591829504,40.86523,-74.008543
1055462915950686209,40.84054,-74.1611
1055461250090582022,40.51918,-74.3009
1055459568304697345,40.19397,-74.0992
1055457683426422787,40.69638062,-74.17508427
1055457174573514752,40.88793,-73.85823
1055456692522037248,39.95,-75.16
1055456497222762497,40.50408,-74.39875
1055456346517225472,40.50408,-74.39875
1055456054920798208,40.47969,-74.8638
1055455769833996290,40.47322,-74.40923
1055455184997044226,40.754351,-74.000217
1055455061860667392,40.28052,-74.08317
1055454163323228162,40.84054,-74.1611
1055453059017510913,40.1981982,-74.99090726
1055451738579308544,40.84699,-74.0178
1055450399547760641,40.77475909,-73.86983418
1055449875431784448,40.86898,-74.003
1055448581379969026,40.738641,-73.943996
1055448524651970560,40.468243,-74.435819
1055448277037056000,39.884846,-75.10747
1055448276424626176,40.904449,-74.611239
1055448170631782400,40.28052,-74.08317
1055448043905081345,40.191745,-74.749741
1055447887163899909,40.59264,-73.90803
1055447758696603648,40.897712,-74.226984
1055447608301420545,40.86636,-74.06329
1055447257502412800,40.557135,-74.26546
1055447256722259968,40.743577,-74.15753
1055447010587959296,40.696858,-74.253756
1055446751933616128,40.524926,-74.246742
1055446729724755969,40.7207559,-74.0007613
1055446253759315970,40.652209,-73.89972
1055446253784436736,40.652209,-73.89972
1055445489695502336,40.90404,-74.19337
1055445488282071040,40.82221,-74.70908
1055445350654373889,40.78349,-74.69831
1055445244609728512,40.902175,-74.195914
1055445243955462144,40.274342,-74.706985
1055445208316424197,40.50408,-74.39875
1055445100631863297,40.900856,-74.028343
1055444930838044673,40.52475,-74.24683
1055444928250163200,40.50408,-74.39875
1055444670334099456,39.873949,-75.10221
1055444637425565698,40.73875,-73.84877
1055444337734176769,40.471554,-74.409009
1055443470389833730,40.220342,-74.698094
1055443126335299585,39.838378,-75.092322
1055443027689385986,40.84699,-74.0178
1055441729359360001,39.95661561,-75.18162475
1055441136842653696,40.71516,-73.83218
1055440719341596674,40.82221,-74.70908
1055440275148025857,40.78349,-74.69831
1055440211252072449,40.82308,-74.176264
1055439979625828352,40.70244,-73.81629
1055439847266103296,40.6958108,-73.8272029
1055439687853187072,40.75032,-73.991172
1055439687043686400,40.75032,-73.991172
1055439686305542145,40.75032,-73.991172
1055439256125104129,40.723972,-74.229517
1055436726024454144,39.96,-75.17
1055436143318233089,40.71074423,-73.98225925
1055435976217149440,40.71865,-74.23592
1055435567486386176,40.28052,-74.08317
1055433384514732032,40.665,-74.013333
1055432653665697792,40.691669,-74.096923
1055432430453166080,40.882221,-73.880493
1055432147383828480,40.735888,-74.02931
1055431905427030016,40.496672,-74.446645
1055431904722407424,40.735115,-74.030364
1055431903908716545,40.496672,-74.446645
1055431903111720961,40.735115,-74.030364
1055431491558219777,40.479995,-74.408937
1055430855534039040,40.6917,-73.95049
1055430135678189568,40.719646,-74.010241
1055429886159056896,40.691669,-74.096923
1055429678520000512,40.757259,-73.989898
1055429168496816134,40.580724,-74.243505
1055428258714529792,40.28052,-74.08317
1055425870045855745,40.343405,-74.623561
1055425408362074113,40.5936,-74.23586
1055424852604186624,39.883693,-75.103556
1055423211519774720,40.64712,-74.83434
1055423070385659904,40.5936,-74.23586
1055422894233272321,40.757259,-73.989898
1055422570906836993,39.95227,-75.16237
1055422568948219905,40.785127,-73.841147
1055422245403795456,40.85378,-73.96323
1055422183244099584,39.95,-75.16
1055421580422066177,40.757259,-73.989898
1055421421050949632,39.96,-75.07
1055421333146869761,40.757259,-73.989898
1055421332408725505,40.757259,-73.989898
1055420963355947008,40.79,-74.15
1055420928853602304,40.67,-74.12
1055420890605744128,40.71455,-74.00712
1055420887170658304,40.42,-74.42
1055420814571393024,40.73,-74.17
1055420781482504192,40.47,-74.36
1055420515186225152,40.71,-74.01
1055420402858569728,40.72,-74.04
1055420323317854213,40.75032,-73.991172
1055420322567127040,40.75032,-73.991172
1055420321891864576,40.642945,-74.648323
1055420067834421249,40.757259,-73.989898
1055419394619129857,40.42,-74.42
1055419089735303169,40.87207,-73.98054
1055418269237239809,40.7144,-74.006
1055417816004939776,40.72546,-73.996742
1055417815367409664,40.738613,-73.999679
1055417814637559809,40.72546,-73.996742
1055417813983285248,40.738613,-73.999679
1055417809101033472,40.738613,-73.999679
1055417809201700865,40.72546,-73.996742
1055417808429948928,40.72546,-73.996742
1055417808409034752,40.738613,-73.999679
1055414078125064192,40.83146,-74.14188
1055413496035377152,40.64712,-74.83434
1055413259820507137,40.735591,-74.027783
1055412228659265541,40.70108,-74.13741
1055411874668384256,40.71349,-73.81262
1055410238982180864,40.706323,-74.061815
1055409579717263361,40.73394,-73.86446
1055409229731938306,40.690101,-73.998596
1055408494977974273,40.87207,-73.98054
1055407724735926272,40.757243,-73.989864
1055407284770222080,40.8451,-73.91411
1055407216516308992,39.847948,-75.095848
1055406213037469699,40.69155,-73.99912
1055406207983345664,40.757259,-73.989898
1055405957193310213,40.756935,-73.990003
1055404444446310400,40.47969,-74.8638
1055403689681305600,40.699298,-74.131607
1055403443614089216,40.528023,-74.280411
1055403210972770304,40.47969,-74.8638
1055403070702739457,40.73394,-73.86446
1055402701507284992,40.294013,-74.091586
1055402700677017600,40.7359,-74.218914
1055401595175866369,40.70108,-74.13741
1055399491149414401,40.773387,-74.041698
1055399490407096320,40.315054,-74.793133
1055399489123557376,40.282848,-74.696729
1055399488418914304,40.526583,-74.280694
1055399487798157312,40.696577,-74.270558
1055399487072542720,40.633504,-74.939745
1055399486455996416,40.861478,-74.418431
1055399354662563840,40.112575,-74.769479
1055399353966305280,40.716986,-74.153572
1055399353320382464,40.333185,-74.062888
1055399352674463744,40.192351,-74.59546
1055399352049504256,39.976716,-74.83326
1055399351252647941,40.521548,-74.308308
1055399349285462016,40.263696,-74.041822
1055399348526309376,40.417408,-74.585664
1055399347079299072,40.266351,-74.459576
1055399346508886016,40.858112,-74.349513
1055399345187680256,40.739181,-74.067698
1055399344382320641,40.280752,-74.692986
1055399100097544193,39.963432,-74.201234
1055399077477793792,40.417775,-74.175698
1055399076848644101,40.304123,-74.67109
1055399076160815105,40.287689,-74.077269
1055399074722123776,40.291361,-74.686472
1055399074013368321,39.963432,-74.201234
1055399072373399552,40.282674,-74.095954
1055398434427961344,40.71,-74.01
1055398165116084226,40.77585,-74.039434
1055398163828359169,40.77585,-74.039434
1055398163182485504,40.77585,-74.039434
1055398162934882309,40.77585,-74.039434
1055398162477785090,40.77585,-74.039434
1055398162029076480,40.77585,-74.039434
1055398161903181825,40.776061,-74.039391
1055398161320161281,40.77585,-74.039434
1055398161253126144,40.776061,-74.039391
1055398160548401152,40.776061,-74.039391
1055398160703602688,40.77585,-74.039434
1055398160028307456,40.776061,-74.039391
1055398159776731136,40.776061,-74.039391
1055398159374004225,40.776061,-74.039391
1055398159097217024,40.776305,-74.039326
1055398158690369536,40.776061,-74.039391
1055398158480617472,40.776305,-74.039326
1055398158061223936,40.776061,-74.039391
1055398157788569602,40.776305,-74.039326
1055398157465649152,40.776305,-74.039326
1055398157104898048,40.776305,-74.039326
1055398156828053504,40.776305,-74.039326
1055398156467404800,40.776305,-74.039326
1055398156177944576,40.776305,-74.039326
1055398155859173377,40.776305,-74.039326
1055398155561431040,40.776305,-74.039326
1055398155238420480,40.774194,-74.035171
1055398154919645185,40.776305,-74.039326
1055398154571579392,40.77585,-74.039434
1055398154240229378,40.776305,-74.039326
1055398153866960896,40.776061,-74.039391
1055398153661353989,40.774194,-74.035171
1055398153166487552,40.776305,-74.039326
1055398153023840256,40.77585,-74.039434
1055398152390479873,40.776061,-74.039391
1055398152419840002,40.697662,-74.21721
1055398151761346561,40.776305,-74.039326
1055398151790714881,40.701092,-74.2297
1055398151086055424,40.697662,-74.21721
1055398150926688257,40.698481,-74.238527
1055398150448525314,40.701092,-74.2297
1055398150251405312,40.698677,-74.238506
1055398149852925953,40.698481,-74.238527
1055398149639098369,40.77585,-74.039434
1055398149030887424,40.698677,-74.238506
1055398148997292032,40.77585,-74.039434
1055398098179043328,40.67,-74.12
1055397175566495744,40.883719,-74.555454
1055397173075042306,40.883719,-74.555454
